date,race,national,firm,dem
2020-03-10,12,FALSE,Public Policy Polling,0.44047619047619047
2020-03-12,4,FALSE,Marist College,0.5161290322580645
2020-03-12,20,FALSE,Public Policy Polling,0.5
2020-03-12,8,FALSE,Battleground Connect,0.40438489646772224
2020-03-12,15,TRUE,Winston Group,0.5340909090909091
2020-03-13,4,FALSE,Monmouth University,0.5319148936170213
2020-03-14,17,FALSE,Hodas & Associates,0.5459459459459459
2020-03-14,15,TRUE,RMG Research,0.5517241379310345
2020-03-16,15,TRUE,YouGov,0.5568181818181818
2020-03-18,17,FALSE,Marketing Resource Group (MRG),0.5454545454545454
2020-03-21,8,FALSE,Battleground Connect,0.4334554334554334
2020-03-21,15,TRUE,Morning Consult,0.5476190476190477
2020-03-23,15,TRUE,YouGov,0.5529411764705883
2020-03-24,8,FALSE,Battleground Connect,0.43749999999999994
2020-03-25,15,TRUE,Optimus,0.5781021897810219
2020-03-25,15,TRUE,Optimus,0.562200956937799
2020-03-25,15,TRUE,McLaughlin & Associates,0.5161290322580645
2020-03-29,15,TRUE,Selzer & Co.,0.5494505494505495
2020-03-30,15,TRUE,YouGov,0.5517241379310345
2020-03-31,17,FALSE,Public Policy Polling,0.54216867469879515
2020-03-31,8,FALSE,Battleground Connect,0.379746835443038
2020-03-31,7,FALSE,Battleground Connect,0.4235294117647059
2020-03-31,17,FALSE,Spry Strategies,0.51183970856102
2020-04-01,15,TRUE,Optimus,0.5778097982708933
2020-04-01,15,TRUE,Optimus,0.5535714285714286
2020-04-02,15,TRUE,Winston Group,0.5168539325842697
2020-04-04,15,TRUE,Morning Consult,0.5476190476190477
2020-04-06,21,FALSE,Harper Polling,0.4722222222222222
2020-04-06,15,TRUE,YouGov,0.5517241379310345
2020-04-07,4,FALSE,OH Predictive Insights,0.5483870967741935
2020-04-07,15,TRUE,Optimus,0.5636363636363637
2020-04-07,15,TRUE,Optimus,0.5420792079207921
2020-04-08,15,TRUE,Other,0.5384615384615384
2020-04-09,13,FALSE,Bluegrass Voters Coalition,0.48717948717948717
2020-04-10,17,FALSE,Hodas & Associates,0.5616486613433537
2020-04-11,15,TRUE,Optimus,0.586924219910847
2020-04-11,15,TRUE,Optimus,0.5700365408038977
2020-04-13,12,FALSE,Public Policy Polling,0.5116279069767442
2020-04-13,15,TRUE,YouGov,0.5402298850574713
2020-04-14,21,FALSE,Public Policy Polling,0.5402298850574713
2020-04-14,5,FALSE,Montana State University Bozeman,0.6053999239447332
2020-04-15,15,TRUE,Optimus,0.5745614035087718
2020-04-15,15,TRUE,Optimus,0.5465393794749404
2020-04-17,15,TRUE,RMG Research,0.5679012345679012
2020-04-18,24,FALSE,Monmouth University,0.632183908045977
2020-04-18,24,FALSE,Monmouth University,0.6373626373626373
2020-04-18,20,FALSE,Montana State University Bozeman,0.5408031846388011
2020-04-18,15,TRUE,Optimus,0.5661218424962854
2020-04-18,15,TRUE,Optimus,0.5407047387606319
2020-04-18,15,TRUE,McLaughlin & Associates,0.5054945054945055
2020-04-18,15,TRUE,Morning Consult,0.5301204819277109
2020-04-19,15,TRUE,Other,0.5555555555555556
2020-04-20,17,FALSE,Fox News/Beacon Research/Shaw & Co. Research,0.5609756097560976
2020-04-20,15,TRUE,YouGov,0.5476190476190477
2020-04-22,32,FALSE,University of Texas at Tyler,0.39344262295081966
2020-04-22,32,FALSE,University of Texas at Tyler,0.4067796610169492
2020-04-22,15,TRUE,Optimus,0.5800293685756241
2020-04-22,15,TRUE,Optimus,0.5608272506082725
2020-04-24,15,TRUE,RMG Research,0.5443037974683544
2020-04-25,21,FALSE,SurveyUSA,0.5125
2020-04-25,15,TRUE,Optimus,0.5726872246696035
2020-04-25,15,TRUE,Optimus,0.5506555423122765
2020-04-26,8,FALSE,Cygnal,0.4026946107784431
2020-04-26,7,FALSE,Cygnal,0.46517119244391975
2020-04-27,21,FALSE,Meredith College,0.5591259640102828
2020-04-27,15,TRUE,Winston Group,0.5172413793103449
2020-04-27,15,TRUE,YouGov,0.5476190476190477
2020-04-28,17,FALSE,Public Policy Polling,0.5542168674698795
2020-04-29,15,TRUE,Optimus,0.5747303543913712
2020-04-29,15,TRUE,Optimus,0.5526315789473685
2020-04-30,9,FALSE,Public Policy Polling,0.49411764705882355
2020-05-02,5,FALSE,Keating Research/OnSight Public Affairs/Melanson,0.6
2020-05-02,15,TRUE,Optimus,0.5642201834862385
2020-05-02,15,TRUE,Optimus,0.5518072289156626
2020-05-02,15,TRUE,Monmouth University,0.5531914893617021
2020-05-02,15,TRUE,Morning Consult,0.5301204819277109
2020-05-03,21,FALSE,Civiqs,0.5494505494505495
2020-05-03,17,FALSE,Hodas & Associates,0.5692397660818713
2020-05-04,15,TRUE,YouGov,0.5465116279069767
2020-05-06,7,FALSE,Public Opinion Strategies,0.4880952380952381
2020-05-06,8,FALSE,Public Opinion Strategies,0.4126984126984127
2020-05-06,19,FALSE,Impact Management Group,0.3438730730280184
2020-05-06,15,TRUE,Optimus,0.5502873563218391
2020-05-06,15,TRUE,Optimus,0.5406360424028268
2020-05-08,9,FALSE,RABA Research,0.5
2020-05-08,21,FALSE,East Carolina University,0.49009900990099003
2020-05-09,15,TRUE,Optimus,0.5718349928876244
2020-05-09,15,TRUE,Optimus,0.5495818399044206
2020-05-10,4,FALSE,OH Predictive Insights,0.5730337078651685
2020-05-11,21,FALSE,Meeting Street Research,0.5099337748344371
2020-05-11,15,TRUE,YouGov,0.5393258426966292
2020-05-12,7,FALSE,BK Strategies,0.47126436781609193
2020-05-13,15,TRUE,Optimus,0.5637181409295352
2020-05-13,15,TRUE,Optimus,0.5529265255292652
2020-05-14,17,FALSE,Change Research,0.525079574141148
2020-05-15,16,FALSE,Victory Geek,0.5483870967741935
2020-05-15,16,FALSE,Victory Geek,0.5057471264367817
2020-05-16,21,FALSE,Neighborhood Research and Media,0.5147058823529411
2020-05-16,2,FALSE,FM3 Research,0.4835164835164835
2020-05-16,23,FALSE,University of New Hampshire,0.5617977528089888
2020-05-16,23,FALSE,University of New Hampshire,0.6046511627906976
2020-05-16,15,TRUE,Optimus,0.5487256371814093
2020-05-16,15,TRUE,Optimus,0.5548705302096177
2020-05-17,7,FALSE,Civiqs,0.4827586206896552
2020-05-17,7,FALSE,Civiqs,0.4943820224719101
2020-05-17,7,FALSE,Civiqs,0.5108695652173914
2020-05-17,8,FALSE,Civiqs,0.4523809523809524
2020-05-17,7,FALSE,Civiqs,0.5789473684210527
2020-05-17,7,FALSE,Civiqs,0.5733333333333334
2020-05-17,7,FALSE,Civiqs,0.5844155844155844
2020-05-17,7,FALSE,Civiqs,0.5
2020-05-17,7,FALSE,Civiqs,0.5056179775280899
2020-05-17,7,FALSE,Civiqs,0.4827586206896552
2020-05-18,12,FALSE,Public Opinion Strategies,0.4942528735632184
2020-05-18,12,FALSE,Public Opinion Strategies,0.43209876543209874
2020-05-18,15,TRUE,YouGov,0.5529411764705883
2020-05-20,4,FALSE,HighGround Inc.,0.5539956803455723
2020-05-20,15,TRUE,Optimus,0.5545851528384279
2020-05-20,15,TRUE,Optimus,0.5489964580873672
2020-05-23,13,FALSE,RMG Research,0.5061728395061729
2020-05-23,15,TRUE,McLaughlin & Associates,0.5053763440860215
2020-05-23,15,TRUE,Optimus,0.5580736543909348
2020-05-23,15,TRUE,Optimus,0.5464159811985899
2020-05-23,15,TRUE,Winston Group,0.5402298850574713
2020-05-25,29,FALSE,Civiqs,0.5
2020-05-25,15,TRUE,YouGov,0.5465116279069767
2020-05-27,21,FALSE,Harper Polling,0.4864864864864865
2020-05-27,19,FALSE,Public Policy Polling,0.45555555555555555
2020-05-27,18,FALSE,Harper Polling,0.5679012345679012
2020-05-27,15,TRUE,Optimus,0.5885634588563459
2020-05-27,15,TRUE,Optimus,0.5546218487394957
2020-05-29,17,FALSE,Public Policy Polling,0.5517241379310345
2020-05-30,15,TRUE,NBC News/The Wall Street Journal,0.5604395604395604
2020-05-30,15,TRUE,Optimus,0.5979680696661829
2020-05-30,15,TRUE,Optimus,0.5588942307692307
2020-05-30,15,TRUE,Monmouth University,0.5473684210526316
2020-05-31,12,FALSE,Civiqs,0.5060240963855421
2020-05-31,12,FALSE,Civiqs,0.4939759036144578
2020-05-31,12,FALSE,Civiqs,0.5061728395061729
2020-06-01,4,FALSE,Fox News/Beacon Research/Shaw & Co. Research,0.5747126436781609
2020-06-01,17,FALSE,EPIC-MRA,0.5862068965517241
2020-06-01,15,TRUE,YouGov,0.5348837209302325
2020-06-02,21,FALSE,Public Policy Polling,0.5119047619047619
2020-06-03,9,FALSE,Public Policy Polling,0.5113636363636364
2020-06-03,15,TRUE,Other,0.5595238095238095
2020-06-03,15,TRUE,Optimus,0.5709969788519638
2020-06-03,15,TRUE,Optimus,0.558303886925795
2020-06-04,17,FALSE,Kiaer Research,0.6
2020-06-06,15,TRUE,Optimus,0.5604075691411936
2020-06-06,15,TRUE,Optimus,0.5434530706836617
2020-06-07,9,FALSE,Civiqs,0.5161290322580645
2020-06-07,15,TRUE,Other,0.5234741784037559
2020-06-08,15,TRUE,Other,0.5333333333333333
2020-06-08,15,TRUE,YouGov,0.5465116279069767
2020-06-09,9,FALSE,Selzer & Co.,0.5168539325842697
2020-06-10,15,TRUE,Optimus,0.5557122708039491
2020-06-10,15,TRUE,Optimus,0.5481220657276995
2020-06-11,17,FALSE,IBD/TIPP,0.573170731707317
2020-06-12,25,FALSE,Public Policy Polling,0.5853658536585366
2020-06-12,7,FALSE,Public Policy Polling,0.5056179775280899
2020-06-12,4,FALSE,Siena College/The New York Times Upshot,0.5529411764705883
2020-06-12,17,FALSE,Siena College/The New York Times Upshot,0.5694444444444444
2020-06-13,21,FALSE,Siena College/The New York Times Upshot,0.5185185185185185
2020-06-13,15,TRUE,McLaughlin & Associates,0.5053763440860215
2020-06-13,15,TRUE,Optimus,0.5457142857142857
2020-06-13,15,TRUE,Optimus,0.5392857142857143
2020-06-14,4,FALSE,Civiqs,0.5483870967741935
2020-06-14,17,FALSE,Marketing Resource Group (MRG),0.545727136431784
2020-06-14,13,FALSE,Civiqs,0.38372093023255816
2020-06-14,13,FALSE,Civiqs,0.4222222222222222
2020-06-14,15,TRUE,Winston Group,0.5172413793103449
2020-06-15,2,FALSE,Cygnal,0.4405506883604506
2020-06-15,2,FALSE,Cygnal,0.4180327868852459
2020-06-15,17,FALSE,Redfield & Wilton Strategies,0.6097560975609756
2020-06-15,15,TRUE,YouGov,0.550561797752809
2020-06-16,4,FALSE,Redfield & Wilton Strategies,0.5903614457831325
2020-06-16,21,FALSE,Redfield & Wilton Strategies,0.5555555555555556
2020-06-17,21,FALSE,Gravis Marketing,0.4945054945054945
2020-06-19,17,FALSE,Hodas & Associates,0.576271186440678
2020-06-19,15,TRUE,Public Policy Polling,0.5591397849462365
2020-06-20,2,FALSE,ALG Research,0.48863636363636365
2020-06-20,2,FALSE,ALG Research,0.4835164835164835
2020-06-20,23,FALSE,University of New Hampshire,0.5666666666666667
2020-06-20,23,FALSE,University of New Hampshire,0.5747126436781609
2020-06-20,8,FALSE,MRG Research,0.42857142857142855
2020-06-21,20,FALSE,University of Montana,0.5238095238095238
2020-06-21,4,FALSE,Global Strategy Group,0.5384615384615384
2020-06-21,15,TRUE,Opinium,0.5578602620087336
2020-06-22,21,FALSE,Public Policy Polling,0.5238095238095238
2020-06-22,7,FALSE,Fox News/Beacon Research/Shaw & Co. Research,0.4827586206896552
2020-06-22,21,FALSE,Fox News/Beacon Research/Shaw & Co. Research,0.5131578947368421
2020-06-22,32,FALSE,Fox News/Beacon Research/Shaw & Co. Research,0.43902439024390244
2020-06-22,32,FALSE,Fox News/Beacon Research/Shaw & Co. Research,0.44047619047619047
2020-06-22,16,FALSE,Moore Information,0.47674418604651164
2020-06-22,4,FALSE,Change Research,0.5434782608695652
2020-06-22,4,FALSE,Change Research,0.5319148936170213
2020-06-22,15,TRUE,YouGov,0.5393258426966292
2020-06-24,21,FALSE,East Carolina University,0.5
2020-06-24,32,FALSE,Public Policy Polling,0.45454545454545453
2020-06-25,8,FALSE,Public Policy Polling,0.4358974358974359
2020-06-25,7,FALSE,Public Policy Polling,0.4880952380952381
2020-06-25,7,FALSE,Public Policy Polling,0.5180722891566265
2020-06-25,9,FALSE,GQR Research (GQRR),0.5104166666666666
2020-06-25,15,TRUE,Other,0.5483870967741935
2020-06-25,15,TRUE,Optimus,0.5528571428571429
2020-06-25,15,TRUE,Optimus,0.5211097708082026
2020-06-26,17,FALSE,Public Policy Polling,0.5465116279069767
2020-06-27,4,FALSE,Change Research,0.5463917525773195
2020-06-27,17,FALSE,Change Research,0.5384615384615384
2020-06-27,21,FALSE,Change Research,0.5543478260869565
2020-06-27,4,FALSE,Gravis Marketing,0.4772727272727273
2020-06-27,15,TRUE,Other,0.5543478260869565
2020-06-27,15,TRUE,Suffolk University,0.5751708428246014
2020-06-28,4,FALSE,Data Orbital,0.5388768898488121
2020-06-28,15,TRUE,Monmouth University,0.5434782608695652
2020-06-29,5,FALSE,Public Policy Polling,0.5604395604395604
2020-06-29,15,TRUE,YouGov,0.550561797752809
2020-06-30,1,FALSE,Alaska Survey Research,0.43010752688172044
2020-07-01,2,FALSE,WPA Intelligence (WPAi),0.4444444444444444
2020-07-02,16,FALSE,Public Policy Polling,0.5227272727272727
2020-07-02,7,FALSE,Gravis Marketing,0.4725274725274725
2020-07-02,8,FALSE,Gravis Marketing,0.4318181818181818
2020-07-02,7,FALSE,Gravis Marketing,0.43529411764705883
2020-07-02,7,FALSE,Gravis Marketing,0.4588235294117647
2020-07-02,7,FALSE,Gravis Marketing,0.4457831325301205
2020-07-02,7,FALSE,Gravis Marketing,0.4470588235294118
2020-07-03,32,FALSE,University of Texas at Tyler,0.4126984126984127
2020-07-03,32,FALSE,University of Texas at Tyler,0.4084507042253521
2020-07-03,32,FALSE,University of Texas at Tyler,0.4032258064516129
2020-07-03,32,FALSE,University of Texas at Tyler,0.39436619718309857
2020-07-06,2,FALSE,Auburn University at Montgomery,0.4696312364425163
2020-07-06,2,FALSE,Auburn University at Montgomery,0.4471032745591939
2020-07-06,4,FALSE,OH Predictive Insights,0.5473684210526316
2020-07-06,15,TRUE,YouGov,0.5604395604395604
2020-07-07,1,FALSE,Public Policy Polling,0.4657534246575342
2020-07-07,21,FALSE,Public Policy Polling,0.5465116279069767
2020-07-07,8,FALSE,Battleground Connect,0.410958904109589
2020-07-09,4,FALSE,YouGov,0.5227272727272727
2020-07-09,32,FALSE,YouGov,0.45
2020-07-09,32,FALSE,YouGov,0.4625
2020-07-09,20,FALSE,Public Policy Polling,0.5111111111111111
2020-07-09,13,FALSE,Garin-Hart-Yang Research Group,0.47674418604651164
2020-07-09,17,FALSE,Public Policy Polling,0.5384615384615384
2020-07-11,4,FALSE,Change Research,0.5360824742268041
2020-07-11,17,FALSE,Change Research,0.5376344086021505
2020-07-11,21,FALSE,Change Research,0.5384615384615384
2020-07-11,15,TRUE,NBC News/The Wall Street Journal,0.5222222222222223
2020-07-12,20,FALSE,Civiqs,0.4895833333333333
2020-07-12,7,FALSE,Garin-Hart-Yang Research Group,0.5056179775280899
2020-07-13,4,FALSE,Spry Strategies,0.5371549893842887
2020-07-13,7,FALSE,Spry Strategies,0.4875111507582515
2020-07-13,8,FALSE,Spry Strategies,0.3997489014438167
2020-07-13,9,FALSE,Spry Strategies,0.5102320795701384
2020-07-13,13,FALSE,Spry Strategies,0.37475969693542915
2020-07-13,17,FALSE,Spry Strategies,0.559484389782403
2020-07-13,20,FALSE,Spry Strategies,0.4821860567407082
2020-07-13,15,TRUE,YouGov,0.5454545454545454
2020-07-13,15,TRUE,YouGov,0.5581395348837209
2020-07-14,21,FALSE,Cardinal Point Analytics (CardinalGPS),0.5169398907103825
2020-07-14,21,FALSE,Spry Strategies,0.5038053649407361
2020-07-15,17,FALSE,Hodas & Associates,0.5651216558405813
2020-07-16,29,FALSE,brilliant corners Research & Strategies,0.4880952380952381
2020-07-17,29,FALSE,Gravis Marketing,0.4606741573033708
2020-07-17,29,FALSE,ALG Research,0.4787234042553192
2020-07-17,15,TRUE,GQR Research (GQRR),0.5353535353535354
2020-07-17,15,TRUE,Winston Group,0.5340909090909091
2020-07-17,15,TRUE,Other,0.5517241379310345
2020-07-18,32,FALSE,Quinnipiac University,0.4470588235294118
2020-07-18,32,FALSE,Spry Strategies,0.4399716680439145
2020-07-18,4,FALSE,Marist College,0.5638297872340425
2020-07-18,21,FALSE,Marist College,0.5494505494505495
2020-07-18,15,TRUE,Morning Consult,0.5595238095238095
2020-07-19,17,FALSE,Fox News/Beacon Research/Shaw & Co. Research,0.5581395348837209
2020-07-19,15,TRUE,Other,0.5795454545454546
2020-07-20,17,FALSE,Marketing Resource Group (MRG),0.5472972972972973
2020-07-20,21,FALSE,Redfield & Wilton Strategies,0.5662650602409639
2020-07-20,15,TRUE,YouGov,0.5402298850574713
2020-07-21,4,FALSE,Public Policy Polling,0.5483870967741935
2020-07-21,4,FALSE,SSRS,0.5376344086021505
2020-07-21,17,FALSE,SSRS,0.5869565217391305
2020-07-21,4,FALSE,Morning Consult,0.5909090909090909
2020-07-21,5,FALSE,Morning Consult,0.5333333333333333
2020-07-21,7,FALSE,Morning Consult,0.4827586206896552
2020-07-21,17,FALSE,Morning Consult,0.5833333333333334
2020-07-21,21,FALSE,Morning Consult,0.5542168674698795
2020-07-21,16,FALSE,Colby College,0.5301204819277109
2020-07-21,4,FALSE,Redfield & Wilton Strategies,0.6022727272727273
2020-07-21,17,FALSE,Redfield & Wilton Strategies,0.5977011494252874
2020-07-22,16,FALSE,Public Policy Polling,0.5280898876404494
2020-07-22,21,FALSE,Public Policy Polling,0.5454545454545454
2020-07-22,17,FALSE,Gravis Marketing,0.5568181818181818
2020-07-22,23,FALSE,University of New Hampshire,0.6067415730337079
2020-07-22,23,FALSE,University of New Hampshire,0.6067415730337079
2020-07-22,18,FALSE,Public Policy Polling,0.5517241379310345
2020-07-23,21,FALSE,Cardinal Point Analytics (CardinalGPS),0.49883720930232556
2020-07-25,4,FALSE,Change Research,0.5108695652173914
2020-07-25,17,FALSE,Change Research,0.5217391304347826
2020-07-25,21,FALSE,Change Research,0.5652173913043478
2020-07-25,7,FALSE,Monmouth University,0.4673913043478261
2020-07-25,7,FALSE,Monmouth University,0.46236559139784944
2020-07-25,7,FALSE,Monmouth University,0.4574468085106383
2020-07-25,8,FALSE,Monmouth University,0.3783783783783784
2020-07-25,15,TRUE,Fox News/Beacon Research/Shaw & Co. Research,0.5340909090909091
2020-07-26,15,TRUE,Optimus,0.5634218289085545
2020-07-26,15,TRUE,Optimus,0.5398550724637681
2020-07-27,32,FALSE,Global Strategy Group/Latino Decisions,0.49411764705882355
2020-07-27,13,FALSE,Bluegrass Voters Coalition,0.4842105263157895
2020-07-27,17,FALSE,EPIC-MRA,0.5555555555555556
2020-07-27,7,FALSE,HIT Strategies,0.5185185185185185
2020-07-27,8,FALSE,HIT Strategies,0.4594594594594595
2020-07-27,21,FALSE,HIT Strategies,0.6
2020-07-27,15,TRUE,Ipsos,0.5518987341772152
2020-07-27,15,TRUE,Ipsos,0.545876887340302
2020-07-27,15,TRUE,YouGov,0.5454545454545454
2020-07-28,17,FALSE,Public Policy Polling,0.5465116279069767
2020-07-28,2,FALSE,Morning Consult,0.40229885057471265
2020-07-28,13,FALSE,Morning Consult,0.4044943820224719
2020-07-28,29,FALSE,Morning Consult,0.4942528735632184
2020-07-28,32,FALSE,Morning Consult,0.4634146341463415
2020-07-28,4,FALSE,Data for Progress,0.5555555555555556
2020-07-28,9,FALSE,Data for Progress,0.5113636363636364
2020-07-28,16,FALSE,Data for Progress,0.5161290322580645
2020-07-28,21,FALSE,Data for Progress,0.5444444444444444
2020-07-29,26,FALSE,DFM Research,0.40476190476190477
2020-07-29,9,FALSE,RMG Research,0.5263157894736842
2020-07-29,15,TRUE,Emerson College,0.5329113924050632
2020-07-29,15,TRUE,YouGov,0.5568181818181818
2020-07-30,21,FALSE,YouGov,0.5517241379310345
2020-07-30,7,FALSE,YouGov,0.48863636363636365
2020-07-30,16,FALSE,RMG Research,0.5393258426966292
2020-07-30,21,FALSE,Public Policy Polling,0.5217391304347826
2020-07-30,29,FALSE,Public Policy Polling,0.4835164835164835
2020-08-01,20,FALSE,Emerson College,0.4660121651904813
2020-08-01,9,FALSE,Monmouth University,0.4838709677419355
2020-08-01,9,FALSE,Monmouth University,0.49473684210526314
2020-08-01,9,FALSE,Monmouth University,0.49473684210526314
2020-08-01,13,FALSE,Quinnipiac University,0.4731182795698925
2020-08-01,16,FALSE,Quinnipiac University,0.5222222222222223
2020-08-01,29,FALSE,Quinnipiac University,0.5
2020-08-03,4,FALSE,OH Predictive Insights,0.5274725274725275
2020-08-03,16,FALSE,Critical Insights,0.5783132530120482
2020-08-03,16,FALSE,Critical Insights,0.5581395348837209
2020-08-03,4,FALSE,OnMessage Inc.,0.5
2020-08-03,15,TRUE,Georgetown University (Battleground),0.5348986125933832
2020-08-03,15,TRUE,YouGov,0.5681818181818182
2020-08-04,19,FALSE,Garin-Hart-Yang Research Group,0.47191011235955055
2020-08-05,12,FALSE,Public Policy Polling,0.49411764705882355
2020-08-07,7,FALSE,SurveyUSA,0.4823529411764706
2020-08-07,8,FALSE,SurveyUSA,0.4342105263157895
2020-08-07,12,FALSE,SurveyUSA,0.4888888888888889
2020-08-07,15,TRUE,Marist College,0.532608695652174
2020-08-07,15,TRUE,Morning Consult,0.5625
2020-08-08,4,FALSE,Change Research,0.532608695652174
2020-08-08,17,FALSE,Change Research,0.5161290322580645
2020-08-08,21,FALSE,Change Research,0.5274725274725275
2020-08-08,21,FALSE,Harper Polling,0.5189873417721519
2020-08-08,32,FALSE,YouGov,0.4572127139364303
2020-08-09,18,FALSE,Emerson College,0.5182756396473877
2020-08-09,4,FALSE,Emerson College,0.5569769941947967
2020-08-09,21,FALSE,Emerson College,0.5165539752856144
2020-08-10,15,TRUE,YouGov,0.5568181818181818
2020-08-11,15,TRUE,NBC News/The Wall Street Journal,0.5280898876404494
2020-08-12,21,FALSE,East Carolina University,0.5267538644470868
2020-08-12,17,FALSE,Tarrance Group,0.5247844827586207
2020-08-12,7,FALSE,Garin-Hart-Yang Research Group,0.5106382978723404
2020-08-13,16,FALSE,Public Policy Polling,0.5268817204301075
2020-08-13,7,FALSE,Public Policy Polling,0.5
2020-08-13,9,FALSE,Public Policy Polling,0.5161290322580645
2020-08-13,17,FALSE,Hodas & Associates,0.5784122863941163
2020-08-13,15,TRUE,Other,0.5402298850574713
2020-08-14,15,TRUE,USC Dornsife/Los Angeles Times,0.5440790164967952
2020-08-14,15,TRUE,YouGov,0.5632183908045977
2020-08-15,33,FALSE,Roanoke College,0.6179775280898876
2020-08-15,15,TRUE,USC Dornsife/Los Angeles Times,0.541355754072517
2020-08-16,21,FALSE,Redfield & Wilton Strategies,0.5529411764705883
2020-08-16,15,TRUE,USC Dornsife/Los Angeles Times,0.5426912928759895
2020-08-16,15,TRUE,Other,0.550561797752809
2020-08-17,4,FALSE,Redfield & Wilton Strategies,0.6091954022988506
2020-08-17,17,FALSE,Redfield & Wilton Strategies,0.5517241379310345
2020-08-17,15,TRUE,USC Dornsife/Los Angeles Times,0.5435606060606061
2020-08-17,15,TRUE,YouGov,0.5632183908045977
2020-08-18,21,FALSE,Morning Consult,0.5465116279069767
2020-08-18,5,FALSE,Public Policy Polling,0.5483870967741935
2020-08-18,17,FALSE,Trafalgar Group,0.49208025343189016
2020-08-18,15,TRUE,USC Dornsife/Los Angeles Times,0.5340717299578058
2020-08-19,15,TRUE,USC Dornsife/Los Angeles Times,0.536654431043524
2020-08-20,15,TRUE,USC Dornsife/Los Angeles Times,0.5354000837871806
2020-08-21,15,TRUE,USC Dornsife/Los Angeles Times,0.5419456066945607
2020-08-22,17,FALSE,Change Research,0.5263157894736842
2020-08-22,21,FALSE,Change Research,0.5531914893617021
2020-08-22,32,FALSE,Data for Progress,0.46511627906976744
2020-08-22,15,TRUE,USC Dornsife/Los Angeles Times,0.5434029600083972
2020-08-22,15,TRUE,YouGov,0.5617977528089888
2020-08-23,15,TRUE,Opinium,0.5663202933985331
2020-08-23,15,TRUE,USC Dornsife/Los Angeles Times,0.5429528094590353
2020-08-24,15,TRUE,USC Dornsife/Los Angeles Times,0.5419782997998525
2020-08-24,15,TRUE,McLaughlin & Associates,0.5053763440860215
2020-08-24,15,TRUE,YouGov,0.5465116279069767
